temporada,torneo,jornada,fecha,hora,local,visitante,goles_local,goles_visitante
2020/21,Apertura,13,,17:00,FC Juárez,CF Pachuca,1,1
2020/21,Apertura,13,,19:00,Gallos Blancos,CF Monterrey,1,2
2020/21,Apertura,13,,21:06,Club Tijuana,Deportivo Guadalajara,0,0
2020/21,Apertura,14,,21:00,Atlético San Luis,Gallos Blancos,2,1
2020/21,Apertura,14,,19:30,Club Necaxa,Club Tijuana,2,0
2020/21,Apertura,14,,21:30,Mazatlán FC,FC Juárez,3,2
2020/21,Apertura,14,,17:06,CF Monterrey,Puebla FC,3,1
2020/21,Apertura,14,,19:00,Deportivo Guadalajara,Atlas Guadalajara,3,2
2020/21,Apertura,14,,21:00,Cruz Azul,UANL Tigres,0,2
2020/21,Apertura,14,,12:00,Pumas UNAM,Deportivo Toluca,1,0
2020/21,Apertura,14,,19:06,Santos Laguna,CF Pachuca,1,1
2020/21,Apertura,14,,21:00,Club León,CF América,3,2
2020/21,Apertura,15,,19:30,Puebla FC,Club León,1,2
2020/21,Apertura,15,,17:00,Gallos Blancos,Club Necaxa,0,1
2020/21,Apertura,15,,19:00,UANL Tigres,FC Juárez,1,1
2020/21,Apertura,15,,21:00,Mazatlán FC,CF Monterrey,1,2
2020/21,Apertura,15,,,CF América,Atlas Guadalajara,1,0
2020/21,Apertura,15,,12:00,Deportivo Toluca,Club Tijuana,2,0
2020/21,Apertura,15,,17:30,Deportivo Guadalajara,Cruz Azul,0,2
2020/21,Apertura,15,,19:06,Santos Laguna,Atlético San Luis,2,1
2020/21,Apertura,15,,21:00,CF Pachuca,Pumas UNAM,1,1
2020/21,Apertura,16,,21:00,Atlético San Luis,Mazatlán FC,0,5
2020/21,Apertura,16,,19:30,Club Necaxa,Deportivo Toluca,3,2
2020/21,Apertura,16,,21:06,Club Tijuana,CF Pachuca,0,2
2020/21,Apertura,16,,21:30,FC Juárez,Gallos Blancos,1,0
2020/21,Apertura,16,,17:00,Atlas Guadalajara,Puebla FC,0,1
2020/21,Apertura,16,,19:00,Pumas UNAM,Deportivo Guadalajara,2,2
2020/21,Apertura,16,,21:06,CF Monterrey,Cruz Azul,1,0
2020/21,Apertura,16,,17:30,CF América,UANL Tigres,3,1
2020/21,Apertura,16,,21:00,Club León,Santos Laguna,2,1
2020/21,Apertura,17,,19:30,Puebla FC,Atlético San Luis,1,0
2020/21,Apertura,17,,21:30,FC Juárez,CF América,1,1
2020/21,Apertura,17,,17:00,Deportivo Guadalajara,CF Monterrey,3,1
2020/21,Apertura,17,,,CF Pachuca,Club Necaxa,0,1
2020/21,Apertura,17,,19:00,UANL Tigres,Atlas Guadalajara,1,1
2020/21,Apertura,17,,21:00,Cruz Azul,Pumas UNAM,1,2
2020/21,Apertura,17,,12:00,Deportivo Toluca,Club León,2,2
2020/21,Apertura,17,,19:06,Santos Laguna,Mazatlán FC,4,0
2020/21,Apertura,17,,21:06,Gallos Blancos,Club Tijuana,2,2
2020/21,Apertura,17,,19:00,Santos Laguna,CF Pachuca,0,3
2020/21,Apertura,17,,21:10,Deportivo Guadalajara,Club Necaxa,1,0
2020/21,Apertura,17,,19:00,UANL Tigres,Deportivo Toluca,2,1
2020/21,Apertura,17,,21:10,CF Monterrey,Puebla FC,2,4
2020/21,Apertura,17,,19:00,Puebla FC,Club León,2,1
2020/21,Apertura,17,,21:06,Deportivo Guadalajara,CF América,1,0
2020/21,Apertura,17,,19:00,UANL Tigres,Cruz Azul,1,3
2020/21,Apertura,17,,21:06,CF Pachuca,Pumas UNAM,0,1
2020/21,Apertura,17,,19:00,Club León,Puebla FC,2,0
2020/21,Apertura,17,,21:06,CF América,Deportivo Guadalajara,1,2
2020/21,Apertura,17,,12:00,Pumas UNAM,CF Pachuca,0,0
2020/21,Apertura,17,,18:30,Cruz Azul,UANL Tigres,0,1
2020/21,Apertura,17,,21:05,Deportivo Guadalajara,Club León,1,1
2020/21,Apertura,17,,21:00,Cruz Azul,Pumas UNAM,4,0
2020/21,Apertura,17,,21:00,Club León,Deportivo Guadalajara,1,0
2020/21,Apertura,17,,18:30,Pumas UNAM,Cruz Azul,4,0
2020/21,Apertura,17,,21:00,Pumas UNAM,Club León,1,1
2020/21,Apertura,17,,20:30,Club León,Pumas UNAM,2,0
