temporada,torneo,jornada,fecha,hora,local,visitante,goles_local,goles_visitante
2013/14,Clausura,17,,22:00,Club León,Cruz Azul,1,1
2013/14,Clausura,17,,20:00,CF Pachuca,Pumas UNAM,1,1
2013/14,Clausura,17,,22:00,Club Tijuana,Deportivo Toluca,0,0
2013/14,Clausura,17,,19:00,Cruz Azul,Club León,2,2
2013/14,Clausura,17,,21:00,Santos Laguna,CF América,3,1
2013/14,Clausura,17,,12:00,Deportivo Toluca,Club Tijuana,3,1
2013/14,Clausura,17,,17:00,Pumas UNAM,CF Pachuca,2,4
2013/14,Clausura,17,,20:30,CF Pachuca,Santos Laguna,2,0
2013/14,Clausura,17,,20:06,Club León,Deportivo Toluca,1,0
2013/14,Clausura,17,,20:00,Santos Laguna,CF Pachuca,4,2
2013/14,Clausura,17,,12:00,Deportivo Toluca,Club León,0,1
2013/14,Clausura,17,,20:06,Club León,CF Pachuca,2,3
2013/14,Clausura,17,,20:00,CF Pachuca,Club León,0,2
2014/15,Apertura,1,,19:30,Gallos Blancos,Pumas UNAM,1,3
2014/15,Apertura,1,,21:30,Club Tijuana,Puebla FC,0,1
2014/15,Apertura,1,,17:00,Cruz Azul,CF Pachuca,0,1
2014/15,Apertura,1,,,CD Veracruz,Santos Laguna,0,1
2014/15,Apertura,1,,19:00,CF Monterrey,Leones Negros,3,1
2014/15,Apertura,1,,20:06,Club León,CF América,1,2
2014/15,Apertura,1,,21:00,Atlas Guadalajara,UANL Tigres,0,0
2014/15,Apertura,1,,12:00,Deportivo Toluca,Monarcas Morelia,0,0
2014/15,Apertura,1,,17:00,Deportivo Guadalajara,Chiapas FC,1,1
2014/15,Apertura,2,,19:30,Monarcas Morelia,Atlas Guadalajara,0,2
2014/15,Apertura,2,,21:30,Santos Laguna,Cruz Azul,1,1
2014/15,Apertura,2,,17:00,Puebla FC,CD Veracruz,0,0
2014/15,Apertura,2,,,CF América,Club Tijuana,2,1
2014/15,Apertura,2,,19:00,UANL Tigres,Club León,4,2
2014/15,Apertura,2,,20:06,CF Pachuca,CF Monterrey,0,1
2014/15,Apertura,2,,21:00,Chiapas FC,Deportivo Toluca,2,1
2014/15,Apertura,2,,12:00,Pumas UNAM,Deportivo Guadalajara,0,1
2014/15,Apertura,2,,17:00,Leones Negros,Gallos Blancos,0,1
2014/15,Apertura,3,,19:30,Gallos Blancos,CF Pachuca,2,0
2014/15,Apertura,3,,21:30,Club Tijuana,UANL Tigres,1,1
2014/15,Apertura,3,,17:00,Cruz Azul,CD Veracruz,0,0
2014/15,Apertura,3,,,Puebla FC,CF América,0,4
2014/15,Apertura,3,,19:00,CF Monterrey,Santos Laguna,0,0
2014/15,Apertura,3,,20:06,Club León,Monarcas Morelia,4,0
2014/15,Apertura,3,,21:00,Atlas Guadalajara,Chiapas FC,4,2
2014/15,Apertura,3,,12:00,Deportivo Toluca,Pumas UNAM,2,1
2014/15,Apertura,3,,17:00,Deportivo Guadalajara,Leones Negros,3,0
2014/15,Apertura,4,,19:30,Monarcas Morelia,Club Tijuana,0,0
2014/15,Apertura,4,,20:30,CD Veracruz,CF Monterrey,2,1
2014/15,Apertura,4,,17:00,Cruz Azul,Puebla FC,1,0
2014/15,Apertura,4,,19:00,UANL Tigres,CF América,0,2
2014/15,Apertura,4,,20:00,Santos Laguna,Gallos Blancos,2,3
2014/15,Apertura,4,,20:06,CF Pachuca,Deportivo Guadalajara,3,0
2014/15,Apertura,4,,21:00,Chiapas FC,Club León,3,2
2014/15,Apertura,4,,12:00,Pumas UNAM,Atlas Guadalajara,0,1
2014/15,Apertura,4,,17:00,Leones Negros,Deportivo Toluca,0,0
2014/15,Apertura,5,,20:06,Club León,Pumas UNAM,2,1
2014/15,Apertura,5,,19:30,Gallos Blancos,CD Veracruz,0,0
2014/15,Apertura,5,,21:30,Club Tijuana,Chiapas FC,2,1
2014/15,Apertura,5,,17:00,Puebla FC,UANL Tigres,1,1
2014/15,Apertura,5,,,CF América,Monarcas Morelia,3,2
2014/15,Apertura,5,,19:00,CF Monterrey,Cruz Azul,3,1
2014/15,Apertura,5,,21:00,Atlas Guadalajara,Leones Negros,1,0
2014/15,Apertura,5,,12:00,Deportivo Toluca,CF Pachuca,3,0
2014/15,Apertura,5,,17:00,Deportivo Guadalajara,Santos Laguna,0,1
2014/15,Apertura,6,,19:30,Monarcas Morelia,UANL Tigres,1,5
2014/15,Apertura,6,,21:30,Santos Laguna,Deportivo Toluca,3,0
2014/15,Apertura,6,,17:00,Cruz Azul,Gallos Blancos,2,1
2014/15,Apertura,6,,,CD Veracruz,Deportivo Guadalajara,0,0
2014/15,Apertura,6,,19:00,CF Monterrey,Puebla FC,1,0
2014/15,Apertura,6,,20:06,CF Pachuca,Atlas Guadalajara,3,1
2014/15,Apertura,6,,21:00,Chiapas FC,CF América,0,0
2014/15,Apertura,6,,12:00,Pumas UNAM,Club Tijuana,1,1
2014/15,Apertura,6,,17:00,Leones Negros,Club León,1,0
2014/15,Apertura,7,,19:30,Gallos Blancos,CF Monterrey,0,1
2014/15,Apertura,7,,21:30,Club Tijuana,Leones Negros,1,1
2014/15,Apertura,7,,17:00,Puebla FC,Monarcas Morelia,3,2
2014/15,Apertura,7,,,CF América,Pumas UNAM,0,1
2014/15,Apertura,7,,19:00,UANL Tigres,Chiapas FC,0,2
2014/15,Apertura,7,,20:06,Club León,CF Pachuca,1,2
2014/15,Apertura,7,,21:00,Atlas Guadalajara,Santos Laguna,1,1
2014/15,Apertura,7,,12:00,Deportivo Toluca,CD Veracruz,2,1
2014/15,Apertura,7,,17:00,Deportivo Guadalajara,Cruz Azul,0,0
2014/15,Apertura,8,,19:30,Gallos Blancos,Puebla FC,1,1
2014/15,Apertura,8,,20:30,CD Veracruz,Atlas Guadalajara,1,1
2014/15,Apertura,8,,21:30,Santos Laguna,Club León,2,0
2014/15,Apertura,8,,17:00,Cruz Azul,Deportivo Toluca,1,2
2014/15,Apertura,8,,20:06,CF Pachuca,Club Tijuana,1,1
2014/15,Apertura,8,,21:00,Leones Negros,CF América,0,0
2014/15,Apertura,8,,,Chiapas FC,Monarcas Morelia,1,1
2014/15,Apertura,8,,12:00,Pumas UNAM,UANL Tigres,2,2
2014/15,Apertura,8,,17:00,CF Monterrey,Deportivo Guadalajara,1,0
2014/15,Apertura,9,,21:30,Monarcas Morelia,Pumas UNAM,2,3
2014/15,Apertura,9,,,Club Tijuana,Santos Laguna,4,1
2014/15,Apertura,9,,17:00,Puebla FC,Chiapas FC,1,1
2014/15,Apertura,9,,,CF América,CF Pachuca,2,1
2014/15,Apertura,9,,19:00,UANL Tigres,Leones Negros,1,0
2014/15,Apertura,9,,20:06,Club León,CD Veracruz,3,1
2014/15,Apertura,9,,21:00,Atlas Guadalajara,Cruz Azul,2,1
2014/15,Apertura,9,,12:00,Deportivo Toluca,CF Monterrey,1,0
2014/15,Apertura,9,,17:00,Deportivo Guadalajara,Gallos Blancos,1,4
2014/15,Apertura,10,,19:00,CD Veracruz,Club Tijuana,1,0
2014/15,Apertura,10,,19:30,Gallos Blancos,Deportivo Toluca,1,1
2014/15,Apertura,10,,21:30,Santos Laguna,CF América,1,4
2014/15,Apertura,10,,17:00,Cruz Azul,Club León,1,0
2014/15,Apertura,10,,19:00,CF Monterrey,Atlas Guadalajara,2,1
2014/15,Apertura,10,,20:06,CF Pachuca,UANL Tigres,2,3
2014/15,Apertura,10,,21:00,Leones Negros,Monarcas Morelia,1,2
2014/15,Apertura,10,,12:00,Pumas UNAM,Chiapas FC,2,2
2014/15,Apertura,10,,17:00,Deportivo Guadalajara,Puebla FC,0,0
2014/15,Apertura,11,,20:06,Club León,CF Monterrey,1,3
2014/15,Apertura,11,,20:30,Atlas Guadalajara,Gallos Blancos,2,1
2014/15,Apertura,11,,21:00,UANL Tigres,Santos Laguna,1,1
2014/15,Apertura,11,,19:00,Puebla FC,Pumas UNAM,1,2
2014/15,Apertura,11,,20:00,CF América,CD Veracruz,2,0
2014/15,Apertura,11,,,Monarcas Morelia,CF Pachuca,0,1
2014/15,Apertura,11,,21:00,Chiapas FC,Leones Negros,1,1
2014/15,Apertura,11,,21:45,Club Tijuana,Cruz Azul,0,0
2014/15,Apertura,11,,20:00,Deportivo Toluca,Deportivo Guadalajara,3,1
2014/15,Apertura,12,,19:30,Gallos Blancos,Club León,1,2
2014/15,Apertura,12,,17:00,Cruz Azul,CF América,4,0
2014/15,Apertura,12,,,CD Veracruz,UANL Tigres,0,1
2014/15,Apertura,12,,19:00,CF Monterrey,Club Tijuana,1,1
2014/15,Apertura,12,,20:00,Santos Laguna,Monarcas Morelia,2,2
2014/15,Apertura,12,,20:06,CF Pachuca,Chiapas FC,2,0
2014/15,Apertura,12,,21:00,Leones Negros,Pumas UNAM,1,0
2014/15,Apertura,12,,12:00,Deportivo Toluca,Puebla FC,1,1
2014/15,Apertura,12,,17:00,Deportivo Guadalajara,Atlas Guadalajara,0,1
2014/15,Apertura,13,,19:30,Monarcas Morelia,CD Veracruz,0,1
2014/15,Apertura,13,,21:30,Club Tijuana,Gallos Blancos,2,1
2014/15,Apertura,13,,17:00,Puebla FC,Leones Negros,1,1
2014/15,Apertura,13,,,CF América,CF Monterrey,2,0
2014/15,Apertura,13,,19:00,UANL Tigres,Cruz Azul,1,0
2014/15,Apertura,13,,20:06,Club León,Deportivo Guadalajara,2,1
2014/15,Apertura,13,,21:00,Atlas Guadalajara,Deportivo Toluca,0,2
2014/15,Apertura,13,,,Chiapas FC,Santos Laguna,2,0
2014/15,Apertura,13,,12:00,Pumas UNAM,CF Pachuca,1,1
2014/15,Apertura,14,,19:30,Gallos Blancos,CF América,3,2
2014/15,Apertura,14,,21:30,Santos Laguna,Pumas UNAM,1,1
2014/15,Apertura,14,,17:00,Cruz Azul,Monarcas Morelia,3,1
2014/15,Apertura,14,,,CD Veracruz,Chiapas FC,1,2
2014/15,Apertura,14,,19:00,CF Monterrey,UANL Tigres,2,2
2014/15,Apertura,14,,19:06,CF Pachuca,Leones Negros,0,0
2014/15,Apertura,14,,21:00,Atlas Guadalajara,Puebla FC,2,1
2014/15,Apertura,14,,12:00,Deportivo Toluca,Club León,2,3
2014/15,Apertura,14,,17:00,Deportivo Guadalajara,Club Tijuana,3,3
2014/15,Apertura,15,,19:30,Monarcas Morelia,CF Monterrey,2,1
2014/15,Apertura,15,,20:30,Club Tijuana,Deportivo Toluca,0,1
2014/15,Apertura,15,,17:00,Puebla FC,CF Pachuca,1,1
2014/15,Apertura,15,,,CF América,Deportivo Guadalajara,0,0
2014/15,Apertura,15,,19:00,UANL Tigres,Gallos Blancos,1,0
2014/15,Apertura,15,,20:06,Club León,Atlas Guadalajara,4,0
2014/15,Apertura,15,,21:00,Leones Negros,Santos Laguna,1,1
2014/15,Apertura,15,,,Chiapas FC,Cruz Azul,0,0
2014/15,Apertura,15,,12:00,Pumas UNAM,CD Veracruz,0,0
2014/15,Apertura,16,,19:30,Gallos Blancos,Monarcas Morelia,2,0
2014/15,Apertura,16,,21:30,Santos Laguna,CF Pachuca,2,1
2014/15,Apertura,16,,17:00,Cruz Azul,Pumas UNAM,0,2
2014/15,Apertura,16,,,CD Veracruz,Leones Negros,0,1
2014/15,Apertura,16,,19:00,CF Monterrey,Chiapas FC,1,2
2014/15,Apertura,16,,20:06,Club León,Puebla FC,0,0
2014/15,Apertura,16,,21:00,Atlas Guadalajara,Club Tijuana,1,1
2014/15,Apertura,16,,12:00,Deportivo Toluca,CF América,2,2
2014/15,Apertura,16,,17:00,Deportivo Guadalajara,UANL Tigres,0,0
2014/15,Apertura,17,,19:30,Monarcas Morelia,Deportivo Guadalajara,1,2
2014/15,Apertura,17,,21:30,Club Tijuana,Club León,3,2
2014/15,Apertura,17,,17:00,Puebla FC,Santos Laguna,3,3
2014/15,Apertura,17,,,CF América,Atlas Guadalajara,1,2
2014/15,Apertura,17,,19:00,UANL Tigres,Deportivo Toluca,2,1
2014/15,Apertura,17,,,Leones Negros,Cruz Azul,1,1
2014/15,Apertura,17,,20:06,CF Pachuca,CD Veracruz,1,0
2014/15,Apertura,17,,21:00,Chiapas FC,Gallos Blancos,2,1
2014/15,Apertura,17,,12:00,Pumas UNAM,CF Monterrey,4,2
2014/15,Apertura,17,,20:06,CF Pachuca,UANL Tigres,1,1
2014/15,Apertura,17,,22:00,Pumas UNAM,CF América,1,0
2014/15,Apertura,17,,19:00,CF Monterrey,Atlas Guadalajara,0,1
2014/15,Apertura,17,,21:00,Chiapas FC,Deportivo Toluca,1,1
2014/15,Apertura,17,,17:00,CF América,Pumas UNAM,1,0
2014/15,Apertura,17,,19:00,UANL Tigres,CF Pachuca,1,1
2014/15,Apertura,17,,12:00,Deportivo Toluca,Chiapas FC,1,1
2014/15,Apertura,17,,18:00,Atlas Guadalajara,CF Monterrey,0,2
2014/15,Apertura,17,,19:00,Deportivo Toluca,UANL Tigres,0,0
2014/15,Apertura,17,,21:00,CF Monterrey,CF América,0,3
2014/15,Apertura,17,,16:00,UANL Tigres,Deportivo Toluca,0,0
2014/15,Apertura,17,,18:00,CF América,CF Monterrey,0,0
2014/15,Apertura,17,,20:30,UANL Tigres,CF América,1,0
2014/15,Apertura,17,,18:00,CF América,UANL Tigres,3,0
2014/15,Clausura,1,,20:00,Santos Laguna,CD Veracruz,1,2
2014/15,Clausura,1,,21:30,Monarcas Morelia,Deportivo Toluca,0,0
2014/15,Clausura,1,,17:00,CF América,Club León,3,2
2014/15,Clausura,1,,,Puebla FC,Club Tijuana,2,1
2014/15,Clausura,1,,19:00,UANL Tigres,Atlas Guadalajara,0,1
2014/15,Clausura,1,,20:06,CF Pachuca,Cruz Azul,0,1
2014/15,Clausura,1,,21:00,Chiapas FC,Deportivo Guadalajara,2,1
2014/15,Clausura,1,,12:00,Pumas UNAM,Gallos Blancos,1,1
2014/15,Clausura,1,,17:00,Leones Negros,CF Monterrey,1,0
2014/15,Clausura,2,,19:30,Gallos Blancos,Leones Negros,1,0
2014/15,Clausura,2,,20:30,CD Veracruz,Puebla FC,3,1
2014/15,Clausura,2,,21:30,Club Tijuana,CF América,1,0
2014/15,Clausura,2,,17:00,Cruz Azul,Santos Laguna,1,0
2014/15,Clausura,2,,19:00,CF Monterrey,CF Pachuca,1,0
2014/15,Clausura,2,,20:06,Club León,UANL Tigres,0,1
2014/15,Clausura,2,,21:00,Atlas Guadalajara,Monarcas Morelia,2,1
2014/15,Clausura,2,,12:00,Deportivo Toluca,Chiapas FC,3,0
2014/15,Clausura,2,,17:00,Deportivo Guadalajara,Pumas UNAM,2,1
2014/15,Clausura,3,,19:30,Monarcas Morelia,Club León,0,0
2014/15,Clausura,3,,20:30,CD Veracruz,Cruz Azul,0,0
2014/15,Clausura,3,,21:30,Santos Laguna,CF Monterrey,4,1
2014/15,Clausura,3,,17:00,CF América,Puebla FC,0,0
2014/15,Clausura,3,,19:00,UANL Tigres,Club Tijuana,1,2
2014/15,Clausura,3,,20:06,CF Pachuca,Gallos Blancos,2,1
2014/15,Clausura,3,,21:00,Chiapas FC,Atlas Guadalajara,3,1
2014/15,Clausura,3,,12:00,Pumas UNAM,Deportivo Toluca,3,2
2014/15,Clausura,3,,17:00,Leones Negros,Deportivo Guadalajara,1,1
2014/15,Clausura,4,,19:30,Gallos Blancos,Santos Laguna,0,1
2014/15,Clausura,4,,21:30,Club Tijuana,Monarcas Morelia,4,2
2014/15,Clausura,4,,17:00,Puebla FC,Cruz Azul,0,0
2014/15,Clausura,4,,,CF América,UANL Tigres,1,0
2014/15,Clausura,4,,19:00,CF Monterrey,CD Veracruz,1,1
2014/15,Clausura,4,,,Deportivo Guadalajara,CF Pachuca,1,0
2014/15,Clausura,4,,20:06,Club León,Chiapas FC,1,1
2014/15,Clausura,4,,21:00,Atlas Guadalajara,Pumas UNAM,1,1
2014/15,Clausura,4,,12:00,Deportivo Toluca,Leones Negros,3,1
2014/15,Clausura,5,,19:30,Monarcas Morelia,CF América,2,2
2014/15,Clausura,5,,20:30,CD Veracruz,Gallos Blancos,1,1
2014/15,Clausura,5,,21:30,Santos Laguna,Deportivo Guadalajara,1,0
2014/15,Clausura,5,,17:00,Cruz Azul,CF Monterrey,1,0
2014/15,Clausura,5,,19:00,UANL Tigres,Puebla FC,1,0
2014/15,Clausura,5,,20:06,CF Pachuca,Deportivo Toluca,1,1
2014/15,Clausura,5,,21:00,Chiapas FC,Club Tijuana,2,2
2014/15,Clausura,5,,12:00,Pumas UNAM,Club León,1,3
2014/15,Clausura,5,,17:00,Leones Negros,Atlas Guadalajara,0,2
2014/15,Clausura,6,,19:30,Gallos Blancos,Cruz Azul,1,2
2014/15,Clausura,6,,21:30,Club Tijuana,Pumas UNAM,3,0
2014/15,Clausura,6,,17:00,Puebla FC,CF Monterrey,2,0
2014/15,Clausura,6,,,CF América,Chiapas FC,5,0
2014/15,Clausura,6,,19:00,UANL Tigres,Monarcas Morelia,1,0
2014/15,Clausura,6,,20:06,Club León,Leones Negros,2,1
2014/15,Clausura,6,,21:00,Atlas Guadalajara,CF Pachuca,1,3
2014/15,Clausura,6,,12:00,Deportivo Toluca,Santos Laguna,2,2
2014/15,Clausura,6,,17:00,Deportivo Guadalajara,CD Veracruz,0,0
2014/15,Clausura,7,,19:30,Monarcas Morelia,Puebla FC,1,2
2014/15,Clausura,7,,20:30,CD Veracruz,Deportivo Toluca,3,0
2014/15,Clausura,7,,21:30,Santos Laguna,Atlas Guadalajara,0,1
2014/15,Clausura,7,,17:00,Cruz Azul,Deportivo Guadalajara,1,2
2014/15,Clausura,7,,19:00,CF Monterrey,Gallos Blancos,2,1
2014/15,Clausura,7,,20:06,CF Pachuca,Club León,2,1
2014/15,Clausura,7,,21:00,Chiapas FC,UANL Tigres,1,0
2014/15,Clausura,7,,12:00,Pumas UNAM,CF América,0,1
2014/15,Clausura,7,,17:00,Leones Negros,Club Tijuana,0,1
2014/15,Clausura,8,,19:30,Monarcas Morelia,Chiapas FC,3,2
2014/15,Clausura,8,,21:30,Club Tijuana,CF Pachuca,3,2
2014/15,Clausura,8,,17:00,Puebla FC,Gallos Blancos,4,1
2014/15,Clausura,8,,,CF América,Leones Negros,0,1
2014/15,Clausura,8,,19:00,UANL Tigres,Pumas UNAM,3,0
2014/15,Clausura,8,,20:06,Club León,Santos Laguna,2,1
2014/15,Clausura,8,,21:00,Atlas Guadalajara,CD Veracruz,0,3
2014/15,Clausura,8,,12:00,Deportivo Toluca,Cruz Azul,1,0
2014/15,Clausura,8,,17:00,Deportivo Guadalajara,CF Monterrey,3,0
2014/15,Clausura,9,,19:00,CD Veracruz,Club León,1,0
2014/15,Clausura,9,,19:30,Gallos Blancos,Deportivo Guadalajara,1,0
2014/15,Clausura,9,,17:00,Cruz Azul,Atlas Guadalajara,1,1
2014/15,Clausura,9,,19:00,Santos Laguna,Club Tijuana,1,1
2014/15,Clausura,9,,,CF Monterrey,Deportivo Toluca,3,2
2014/15,Clausura,9,,20:06,CF Pachuca,CF América,0,0
2014/15,Clausura,9,,21:00,Chiapas FC,Puebla FC,2,2
2014/15,Clausura,9,,12:00,Pumas UNAM,Monarcas Morelia,2,1
2014/15,Clausura,9,,17:00,Leones Negros,UANL Tigres,2,1
2014/15,Clausura,10,,19:30,Monarcas Morelia,Leones Negros,0,1
2014/15,Clausura,10,,21:30,Club Tijuana,CD Veracruz,3,1
2014/15,Clausura,10,,17:00,Puebla FC,Deportivo Guadalajara,1,2
2014/15,Clausura,10,,,CF América,Santos Laguna,1,0
2014/15,Clausura,10,,19:00,UANL Tigres,CF Pachuca,2,1
2014/15,Clausura,10,,20:06,Club León,Cruz Azul,2,2
2014/15,Clausura,10,,21:00,Atlas Guadalajara,CF Monterrey,2,1
2014/15,Clausura,10,,,Chiapas FC,Pumas UNAM,0,2
2014/15,Clausura,10,,12:00,Deportivo Toluca,Gallos Blancos,1,0
2014/15,Clausura,11,,19:30,Gallos Blancos,Atlas Guadalajara,2,0
2014/15,Clausura,11,,20:30,CD Veracruz,CF América,4,0
2014/15,Clausura,11,,21:30,Santos Laguna,UANL Tigres,2,2
2014/15,Clausura,11,,17:00,Cruz Azul,Club Tijuana,2,1
2014/15,Clausura,11,,19:00,CF Monterrey,Club León,5,1
2014/15,Clausura,11,,20:06,CF Pachuca,Monarcas Morelia,2,0
2014/15,Clausura,11,,21:00,Leones Negros,Chiapas FC,0,1
2014/15,Clausura,11,,12:00,Pumas UNAM,Puebla FC,2,1
2014/15,Clausura,11,,17:00,Deportivo Guadalajara,Deportivo Toluca,1,0
2014/15,Clausura,12,,19:30,Monarcas Morelia,Santos Laguna,0,1
2014/15,Clausura,12,,17:00,Puebla FC,Deportivo Toluca,0,1
2014/15,Clausura,12,,,CF América,Cruz Azul,1,0
2014/15,Clausura,12,,19:00,UANL Tigres,CD Veracruz,3,1
2014/15,Clausura,12,,,Chiapas FC,CF Pachuca,2,2
2014/15,Clausura,12,,20:06,Club León,Gallos Blancos,4,5
2014/15,Clausura,12,,21:00,Club Tijuana,CF Monterrey,3,4
2014/15,Clausura,12,,,Atlas Guadalajara,Deportivo Guadalajara,1,1
2014/15,Clausura,12,,12:00,Pumas UNAM,Leones Negros,2,0
2014/15,Clausura,13,,19:30,Gallos Blancos,Club Tijuana,2,1
2014/15,Clausura,13,,20:30,CD Veracruz,Monarcas Morelia,1,1
2014/15,Clausura,13,,21:30,Santos Laguna,Chiapas FC,4,3
2014/15,Clausura,13,,17:00,Cruz Azul,UANL Tigres,2,0
2014/15,Clausura,13,,19:00,CF Monterrey,CF América,1,1
2014/15,Clausura,13,,20:06,CF Pachuca,Pumas UNAM,3,1
2014/15,Clausura,13,,21:00,Leones Negros,Puebla FC,1,1
2014/15,Clausura,13,,12:00,Deportivo Toluca,Atlas Guadalajara,0,0
2014/15,Clausura,13,,17:00,Deportivo Guadalajara,Club León,1,0
2014/15,Clausura,14,,19:30,Monarcas Morelia,Cruz Azul,2,0
2014/15,Clausura,14,,20:30,Chiapas FC,CD Veracruz,1,1
2014/15,Clausura,14,,21:30,Club Tijuana,Deportivo Guadalajara,1,1
2014/15,Clausura,14,,17:00,Puebla FC,Atlas Guadalajara,0,1
2014/15,Clausura,14,,,CF América,Gallos Blancos,0,4
2014/15,Clausura,14,,19:00,UANL Tigres,CF Monterrey,3,0
2014/15,Clausura,14,,20:06,Club León,Deportivo Toluca,1,1
2014/15,Clausura,14,,12:00,Pumas UNAM,Santos Laguna,1,0
2014/15,Clausura,14,,17:00,Leones Negros,CF Pachuca,1,1
2014/15,Clausura,15,,19:30,Gallos Blancos,UANL Tigres,1,3
2014/15,Clausura,15,,20:30,CD Veracruz,Pumas UNAM,3,3
2014/15,Clausura,15,,21:30,Santos Laguna,Leones Negros,1,0
2014/15,Clausura,15,,17:00,Cruz Azul,Chiapas FC,0,1
2014/15,Clausura,15,,19:00,CF Monterrey,Monarcas Morelia,1,0
2014/15,Clausura,15,,20:06,CF Pachuca,Puebla FC,2,1
2014/15,Clausura,15,,21:00,Atlas Guadalajara,Club León,3,2
2014/15,Clausura,15,,12:00,Deportivo Toluca,Club Tijuana,2,0
2014/15,Clausura,15,,18:30,Deportivo Guadalajara,CF América,1,1
2014/15,Clausura,16,,19:30,Monarcas Morelia,Gallos Blancos,1,2
2014/15,Clausura,16,,21:30,Club Tijuana,Atlas Guadalajara,1,2
2014/15,Clausura,16,,17:00,Puebla FC,Club León,2,0
2014/15,Clausura,16,,19:00,CF América,Deportivo Toluca,3,1
2014/15,Clausura,16,,,UANL Tigres,Deportivo Guadalajara,2,1
2014/15,Clausura,16,,20:06,CF Pachuca,Santos Laguna,2,3
2014/15,Clausura,16,,21:00,Chiapas FC,CF Monterrey,0,2
2014/15,Clausura,16,,12:00,Pumas UNAM,Cruz Azul,0,1
2014/15,Clausura,16,,17:00,Leones Negros,CD Veracruz,1,2
2014/15,Clausura,17,,19:30,Gallos Blancos,Chiapas FC,1,0
2014/15,Clausura,17,,20:30,CD Veracruz,CF Pachuca,1,2
2014/15,Clausura,17,,19:00,CF Monterrey,Pumas UNAM,2,2
2014/15,Clausura,17,,20:06,Club León,Club Tijuana,6,2
2014/15,Clausura,17,,20:30,Santos Laguna,Puebla FC,2,2
2014/15,Clausura,17,,,Cruz Azul,Leones Negros,0,2
2014/15,Clausura,17,,21:00,Atlas Guadalajara,CF América,1,2
2014/15,Clausura,17,,12:00,Deportivo Toluca,UANL Tigres,0,0
2014/15,Clausura,17,,17:00,Deportivo Guadalajara,Monarcas Morelia,2,3
2014/15,Clausura,17,,19:00,Santos Laguna,UANL Tigres,1,1
2014/15,Clausura,17,,21:06,CF Pachuca,CF América,3,2
2014/15,Clausura,17,,19:00,Gallos Blancos,CD Veracruz,2,1
2014/15,Clausura,17,,21:00,Deportivo Guadalajara,Atlas Guadalajara,0,0
2014/15,Clausura,17,,17:00,CF América,CF Pachuca,3,4
2014/15,Clausura,17,,19:00,UANL Tigres,Santos Laguna,0,1
2014/15,Clausura,17,,18:00,Atlas Guadalajara,Deportivo Guadalajara,1,4
2014/15,Clausura,17,,20:00,CD Veracruz,Gallos Blancos,2,2
2014/15,Clausura,17,,20:06,CF Pachuca,Gallos Blancos,2,0
2014/15,Clausura,17,,22:00,Santos Laguna,Deportivo Guadalajara,0,0
2014/15,Clausura,17,,19:00,Deportivo Guadalajara,Santos Laguna,0,3
2014/15,Clausura,17,,21:00,Gallos Blancos,CF Pachuca,2,0
2014/15,Clausura,17,,20:30,Santos Laguna,Gallos Blancos,5,0
2014/15,Clausura,17,,20:30,Gallos Blancos,Santos Laguna,3,0
2015/16,Apertura,1,,19:30,CD Veracruz,Deportivo Guadalajara,2,0
2015/16,Apertura,1,,17:00,Cruz Azul,Monarcas Morelia,0,3
2015/16,Apertura,1,,19:00,UANL Tigres,Deportivo Toluca,0,1
2015/16,Apertura,1,,20:06,CF Pachuca,Club Tijuana,2,1
2015/16,Apertura,1,,20:30,Atlas Guadalajara,Gallos Blancos,0,2
2015/16,Apertura,1,,21:00,Santos Laguna,Club León,1,3
2015/16,Apertura,1,,,Dorados de Sinaloa,Chiapas FC,0,0
2015/16,Apertura,1,,12:00,Pumas UNAM,CF Monterrey,3,0
2015/16,Apertura,1,,17:00,Puebla FC,CF América,4,2
2015/16,Apertura,2,,19:30,Gallos Blancos,CF Pachuca,1,2
2015/16,Apertura,2,,21:30,Club Tijuana,Dorados de Sinaloa,1,2
2015/16,Apertura,2,,17:00,CF América,Atlas Guadalajara,1,3
2015/16,Apertura,2,,20:06,Club León,CD Veracruz,4,1
2015/16,Apertura,2,,20:30,Monarcas Morelia,UANL Tigres,1,0
2015/16,Apertura,2,,21:00,Chiapas FC,Santos Laguna,2,1
2015/16,Apertura,2,,12:00,Deportivo Toluca,Pumas UNAM,2,1
2015/16,Apertura,2,,17:00,Deportivo Guadalajara,Cruz Azul,0,1
2015/16,Apertura,2,,20:30,CF Monterrey,Puebla FC,1,1
2015/16,Apertura,3,,19:30,CD Veracruz,Chiapas FC,2,1
2015/16,Apertura,3,,21:30,Santos Laguna,Club Tijuana,0,1
2015/16,Apertura,3,,17:00,Cruz Azul,Club León,2,0
2015/16,Apertura,3,,20:06,CF Pachuca,CF América,0,3
2015/16,Apertura,3,,20:30,Atlas Guadalajara,CF Monterrey,0,3
2015/16,Apertura,3,,21:00,Dorados de Sinaloa,Gallos Blancos,1,1
2015/16,Apertura,3,,12:00,Deportivo Toluca,Monarcas Morelia,0,1
2015/16,Apertura,3,,17:00,Puebla FC,Pumas UNAM,3,2
2015/16,Apertura,3,,19:00,UANL Tigres,Deportivo Guadalajara,2,2
2015/16,Apertura,4,,20:30,CF América,Dorados de Sinaloa,4,0
2015/16,Apertura,4,,,Gallos Blancos,Santos Laguna,1,2
